title,id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,post_type_id,score,tags,view_count
Android OCR project,41872763,Android OCR project,"<p>I am working in OCR android Application.
Now I can take images and extract word easily using google vision API
but the result is not <strong>100%</strong> according to the <strong>angle</strong> of capturing the image.
and <strong>illumination</strong>.
So I tried to make some image processing techniques on image before extracting text. but I search a lot but I can't deiced what is the best image processing technique to use.<strong>(blurring,filtering)</strong> to smooth image and improve its quality.
<strong>So</strong>  if there is any libraries or guide line to follow up with it in this subject.
<strong>How</strong>  to improve image quality before extracting text</p>

<p>I testes this libraries for OCR operation<p>
<a href=""https://github.com/tesseract-ocr/tesseract"" rel=""nofollow noreferrer"">Tesseract</a><p>
<a href=""https://developers.google.com/vision/"" rel=""nofollow noreferrer"">Google Mobile Vision APIs</a></p>",41897787,1,0,,2017-01-26 11:45:40.217 UTC,,2017-02-06 18:38:48.520 UTC,2017-01-30 08:44:05.373 UTC,,6177391,,6177391,1,-1,android|image-processing|ocr|tesseract|google-vision,431
How to run a ktor application inside AWS lambda?,48923406,How to run a ktor application inside AWS lambda?,"<p>I don't find a way to use a ktor application inside an AWS lambda...</p>

<p>That is, instead of starting an embedded server or using an external server as described in <a href=""http://ktor.io/servers/engine.html"" rel=""nofollow noreferrer"">http://ktor.io/servers/engine.html</a>, I just need to ""execute"" the pipeline.</p>

<p>I suppose this is more or less like the TestEngine but I am not so familiar with the ktor framework to be sure</p>

<p>Note :</p>

<p>I have already found examples to run one kotlin function per lambda (the best tutorial IMHO being <a href=""https://aws.amazon.com/fr/blogs/machine-learning/use-amazon-rekognition-to-build-an-end-to-end-serverless-photo-recognition-system/"" rel=""nofollow noreferrer"">https://aws.amazon.com/fr/blogs/machine-learning/use-amazon-rekognition-to-build-an-end-to-end-serverless-photo-recognition-system/</a>).</p>

<p>The problem is I dont want to manage one lambda per function (I want one microservice per lambda, the microservice being responsible for multiple tightly coupled operations)</p>",,1,0,,2018-02-22 09:09:07.297 UTC,,2018-02-22 10:31:54.553 UTC,,,,,1545567,1,0,amazon-web-services|aws-lambda|ktor,524
Aws Lambda function returns confidence 99% to anything i upload,53578143,Aws Lambda function returns confidence 99% to anything i upload,"<p>I am doing some thing wrong over here, while comparing two images in different S3 Bucket.</p>

<p>Even though, I am comparing images of male and female it would give 99% confidence</p>

<p>or am i missing something in the declaration yet</p>

<p>Maybe This line is causing a problem                                          </p>

<blockquote>
  <p>key_target = ""targett/"" + key</p>
</blockquote>

<p>Or my event code is error prone this is where i have mentioned my source bucket ,even though i have mentioned it in lambda function for testing below. What else do i need to correct so that it will return the confidence within the rang specified</p>

<pre><code>from __future__ import print_function

import boto3
from decimal import Decimal
import json
import urllib

print('Loading function')

rekognition = boto3.client('rekognition')
#iot = boto3.client('iot-data')


 # --------------- Helper Functions to call Rekognition APIs ------------------

def compare_faces(bucket, key, key_target, threshold=75):
response = rekognition.compare_faces(
    SourceImage={
        ""S3Object"": {
            ""Bucket"": 'dacss',
            ""Name"": 'obama.jpg',
        }
    },
    TargetImage={
        ""S3Object"": {
            ""Bucket"": 'targett',
            ""Name"": 'michelle.jpg',
        }
    },
    SimilarityThreshold=threshold,
)
return response['SourceImageFace'], response['FaceMatches']

 # --------------- Main handler ------------------


def lambda_handler(event, context):
print(""Received event: "" + json.dumps(event, indent=2))
bucket = event['Records'][0]['s3']['bucket']['name']
key = urllib.unquote_plus(event['Records'][0]['s3']['object'] 
['key'].encode('utf8'))
key_target = ""targett/"" + key
try:
    response = compare_faces(bucket, key, key_target)
    print(response)
#       mypayload = json.dumps(response)
#      iotResponse = iot.publish(
 #         topic=""rekognition/result"",
 #        qos=1,
 #       payload=mypayload)
  #  print(iotResponse)
   # return iotResponse
    print(response)
    return response
 except Exception as e:
    print(e)
    print(""Error processing object {} from bucket {}. "".format(key, 
 bucket) 
 +
          ""Make sure your object and bucket exist and your bucket is in 
 the 
 same region as this function."")
    raise e


 ---------------output-----------------
  Response:
[
{
""BoundingBox"": {
  ""Width"": 0.7813892960548401,
  ""Top"": 0.15193353593349457,
  ""Left"": 0.1047489121556282,
  ""Height"": 0.8365015387535095
  },
  ""Confidence"": 99.99993896484375
 },
 []
 ]
</code></pre>",53581345,2,4,,2018-12-02 07:03:18.837 UTC,,2018-12-02 15:58:14.337 UTC,2018-12-02 11:18:57.333 UTC,,10599727,,10599727,1,-3,python|amazon-web-services|amazon-s3|aws-lambda,58
"Google Cloud Shell is using project=cloud-devshell-dev instead of my actual project, can't find enabled APIs",44184869,"Google Cloud Shell is using project=cloud-devshell-dev instead of my actual project, can't find enabled APIs","<p>I created a GCP project to play around with the video-intelligence API. I enabled the API on my project and launched a Cloud Shell.</p>

<p>I then copied the code from <a href=""https://github.com/GoogleCloudPlatform/python-docs-samples/tree/master/video/cloud-client/faces"" rel=""nofollow noreferrer"">github</a> and followed the README instructions.</p>

<p>However, when I try to run <code>faces.py</code> I get this error message:</p>

<blockquote>
  <p>StatusCode.PERMISSION_DENIED, Google Cloud Video Intelligence API has
  not been used in project cloud-devshell-dev before or it is disabled.
  Enable it by visiting
  <a href=""https://console.developers.google.com/apis/api/videointelligence.googleapis.com/overview?project=cloud-devshell-dev"" rel=""nofollow noreferrer"">https://console.developers.google.com/apis/api/videointelligence.googleapis.com/overview?project=cloud-devshell-dev</a>
  then retry</p>
</blockquote>

<p><strong>Why is it pointing to <code>project=cloud-devshell-dev</code> and not to my <code>videointel</code> project?</strong></p>

<p>If I <code>gcloud config list</code> I can see the correct project and service account. Baffled.</p>",44192942,1,0,,2017-05-25 15:58:58.380 UTC,,2017-05-26 03:05:10.033 UTC,,,,,469449,1,4,python|google-app-engine|gcp|google-cloud-shell,1594
Image is not uploaded in PHP using Swift,38748027,Image is not uploaded in PHP using Swift,"<p>I am trying to use Google Vision API and upload an image using their API to get analysis. I am using this php code:</p>

<pre><code>&lt;?php

include(""./includes/common.php"");
include_once(""creds.php""); // Get $api_key
$cvurl = ""https://vision.googleapis.com/v1/images:annotate?key="" . $api_key;
$type = ""LABEL_DETECTION"";

//echo ""Item is: "" . $item;

//Did they upload a file...

$item = $_GET[item];



if($_FILES['photo']['name'])
{
}else{
echo ""you did not upload image"".
}
</code></pre>

<p>It always show ""you did not upload image"". And here's my Swift function where I upload the image:</p>

<pre><code>func UploadRequest(img: UIImage, item: String)
    {

        let url = NSURL(string: ""http://myurlhere"")

        let request = NSMutableURLRequest(URL: url!)
        request.HTTPMethod = ""POST""

        let boundary = generateBoundaryString()

        //define the multipart request type

        request.setValue(""multipart/form-data; boundary=\(boundary)"", forHTTPHeaderField: ""Content-Type"")



        let image_data = UIImagePNGRepresentation(img)


        if(image_data == nil)
        {
            return
        }


        let body = NSMutableData()

        let fname = ""image.png""
        let mimetype = ""image/png""




        //define the data post parameter

        body.appendData(""--\(boundary)\r\n"".dataUsingEncoding(NSUTF8StringEncoding)!)
        body.appendData(""Content-Disposition:form-data; name=\""test\""\r\n\r\n"".dataUsingEncoding(NSUTF8StringEncoding)!)
        body.appendData(""hi\r\n"".dataUsingEncoding(NSUTF8StringEncoding)!)



        body.appendData(""--\(boundary)\r\n"".dataUsingEncoding(NSUTF8StringEncoding)!)
        body.appendData(""Content-Disposition:form-data; name=\""file\""; filename=\""\(fname)\""\r\n"".dataUsingEncoding(NSUTF8StringEncoding)!)
        body.appendData(""Content-Type: \(mimetype)\r\n\r\n"".dataUsingEncoding(NSUTF8StringEncoding)!)
        body.appendData(image_data!)
        body.appendData(""\r\n"".dataUsingEncoding(NSUTF8StringEncoding)!)


        body.appendData(""--\(boundary)--\r\n"".dataUsingEncoding(NSUTF8StringEncoding)!)



        request.HTTPBody = body



        let session = NSURLSession.sharedSession()


        let task = session.dataTaskWithRequest(request) {
            (
            let data, let response, let error) in

            guard let _:NSData = data, let _:NSURLResponse = response  where error == nil else {
                //EZLoadingActivity.hide(success: false, animated: true)
                print(""error"")
                return
            }

            let dataString = NSString(data: data!, encoding: NSUTF8StringEncoding)
            print(dataString)
            //EZLoadingActivity.hide(success: true, animated: true)
            self.dismissViewControllerAnimated(true, completion: nil)
        }

        task.resume()


    }
</code></pre>

<p>When I do <code>print_r($_FILES)</code>, I get:</p>

<pre><code>Array
(
    [file] =&gt; Array
        (
            [name] =&gt; image.png
            [type] =&gt; image/png
            [tmp_name] =&gt; /tmp/phplSB2dc
            [error] =&gt; 0
            [size] =&gt; 864781
        )

)
</code></pre>",38748206,2,3,,2016-08-03 15:36:43.720 UTC,,2017-02-12 09:59:08.617 UTC,2016-08-03 15:43:49.943 UTC,,1299645,,1299645,1,1,php|swift,392
AWS rekognition InvalidParameterException,55514812,AWS rekognition InvalidParameterException,"<p>I got aws rekognition invalid parameter Exception, if I upload small lower resolution image.</p>

<p>see below error</p>

<pre><code>https://rekognition.us-west-2.amazonaws.com` resulted in a `400 Bad Request` response: {""__type"":""InvalidImageFormatException"",""Message"":""Request has invalid image format""} InvalidImageFormatException (client): Request has invalid image format - {""__type"":""InvalidImageFormatException"",""Message"":""Request has invalid image format""}' GuzzleHttp\Exception\ClientException: Client error: `POST https://rekognition.us-west-2.amazonaws.com` resulted in a `400 Bad Request` response: {""__type"":""InvalidImageFormatException"",""Message"":""Request has invalid image format""} in /var/www/vhosts/harvest.io.farm/aws/vendor/guzzlehttp/guzzle/src/Exception/RequestException.php:111 Stack trace: #0 /var/www/vhosts/harvest.io.farm/aws/vendor/guzzlehttp/guzzle/src/Middleware.php(65): GuzzleHttp\Exception\RequestException::create(Object(Guz in /var/www/vhosts/harvest.io.farm/aws/vendor/aws/aws-sdk-php/src/WrappedHttpHandler.php on line 192
</code></pre>

<p>And my code is</p>

<pre><code>$result = $recognizationClient-&gt;indexFaces([
            'CollectionId' =&gt; getCollectionName( $txtCID ), // REQUIRED
            'Image' =&gt; [ // REQUIRED
                'S3Object' =&gt; [
                    'Bucket' =&gt; $bucket,
                    'Name' =&gt; $actual_image_name            
                ],
            ],
        ]);
</code></pre>",,0,3,,2019-04-04 11:26:49.673 UTC,,2019-04-04 11:26:49.673 UTC,,,,,9006793,1,2,php|amazon-web-services|amazon-rekognition,29
How to use Json in async local response,55585979,How to use Json in async local response,"<p>I am new to Google Vision, and I want create code to receive an asynchronous response. For example, create a JSON file to response and later load the JSON file and continue with de recognizer.</p>

<p>I am trying to use some code from Google, but when I try to read the JSON file, it's not working like in synchronous mode.</p>

<p>This is how I save the response to a JSON file:</p>

<pre class=""lang-py prettyprint-override""><code>with open(path_source_image, 'rb') as image_file:
    tmp_image_opened = image_file.read()

tpm_image_opened_to_vision = vision.types.Image(content=tmp_image_opened)
tpm_vision_client = vision.ImageAnnotatorClient()
tpm_response_from_vision = tpm_vision_client.document_text_detection(image=tpm_image_opened_to_vision)
</code></pre>

<p>This is how I try to read and use the JSON file:</p>

<pre class=""lang-py prettyprint-override""><code>with open('proyecto/2_MILE.json') as fp:
    document = json.load(fp)

for page in document.pages:
    for block in page.blocks:
        for paragraph in block.paragraphs:
            for word in paragraph.words:
                assembled_word = assemble_word(word)
                if (assembled_word == 'LEIDY'):
                    return word.bounding_box.vertices[0]
</code></pre>

<p>but it does not work, it says </p>

<blockquote>
<pre><code>in find_word_location
    for page in document.pages:
AttributeError: 'dict' object has no attribute 'pages'
</code></pre>
</blockquote>",,0,2,,2019-04-09 05:55:44.720 UTC,,2019-04-09 07:27:56.350 UTC,2019-04-09 07:27:56.350 UTC,,18771,,11332604,1,0,python|json|google-cloud-vision,22
How to set GOOGLE_APPLICATION_CREDENTIALS in spring boot app,46921518,How to set GOOGLE_APPLICATION_CREDENTIALS in spring boot app,"<p>I am attempting to use the google vision library in java. The steps specify that I need to setup my auth credentials in order to start using the <a href=""https://developers.google.com/identity/protocols/application-default-credentials"" rel=""nofollow noreferrer"">this</a> library . I was able to generate my json property file from API Console Credentials page and I placed it in my spring boot app in the resources folder.</p>

<p>I think updated my application.properties file to include the value like so:</p>

<pre><code>GOOGLE_APPLICATION_CREDENTIALS=datg-avatar-generator-9dc9155cd5bd.json
</code></pre>

<p>I'm also setting my property source in my controller like so:</p>

<pre><code>@PropertySource(""${GOOGLE_APPLICATION_CREDENTIALS}"")
</code></pre>

<p>However, after doing that I'm still getting an error saying:</p>

<pre><code>java.io.IOException: The Application Default Credentials are not available. They are available if running in Google Compute Engine. Otherwise, the environment variable GOOGLE_APPLICATION_CREDENTIALS must be defined pointing to a file defining the credentials. See https://developers.google.com/accounts/docs/application-default-credentials for more information.
</code></pre>",,1,3,,2017-10-24 23:28:08.367 UTC,,2018-08-04 11:25:34.393 UTC,2017-10-24 23:45:11.630 UTC,,7467246,,4735549,1,1,java|spring|google-api|google-oauth2,1123
How can I count cars in an image with Google Cloud Vision API?,51354969,How can I count cars in an image with Google Cloud Vision API?,"<p>I need a count of all the <strong>cars</strong> included in a image with the Google Cloud Vision API in Python.
 I take only the labels of the image right now.</p>

<pre><code>import io
import os
from google.cloud import vision
from google.cloud.vision import types
client = vision.ImageAnnotatorClient();
file_name = os.path.join(
    os.path.dirname(__file__),
    'car.jpg');
with io.open(file_name,'rb') as image_file:
    content = image_file.read();
image = types.Image(content=content)
response = client.label_detection(image=image)
print(response)
</code></pre>",,1,2,,2018-07-16 05:15:46.423 UTC,,2018-07-16 14:56:12.297 UTC,2018-07-16 08:07:24.027 UTC,,5587356,,10086273,1,1,python|google-cloud-vision,191
Google Vision batch OCR,53564632,Google Vision batch OCR,"<p>How feasible would it be to extract text from a large dataset of jpeg images (say, 100,000 of them) with Google Cloud Vision? In past questions, respondents have pointed to the <a href=""https://cloud.google.com/vision/docs/reference/rest/v1/images/annotate"" rel=""nofollow noreferrer"">images.annotate method</a>, but given that the maximum number of images per request is just 16, I'm concerned about its runtime.</p>",,0,0,,2018-11-30 20:41:26.083 UTC,,2018-11-30 21:16:47.890 UTC,2018-11-30 21:16:47.890 UTC,,10729564,,10729564,1,0,google-cloud-vision,60
How to set timeout for the request Vision.Images.Annotate,44910023,How to set timeout for the request Vision.Images.Annotate,"<p>I am using below code to call google cloud vision api. not able to find out how can I set response timeout for the request in case I do not get response within a set timeout.</p>

<pre><code>Vision.Images.Annotate annotateRequest =
                vision.images().annotate(batchAnnotateImagesRequest);
// Due to a bug: requests to Vision API containing large images fail when GZipped.
annotateRequest.setDisableGZipContent(true);
Log.d(TAG, ""created Cloud Vision request object, sending request"");

BatchAnnotateImagesResponse response = annotateRequest.execute();
</code></pre>",,1,1,,2017-07-04 15:47:48.027 UTC,,2018-09-05 09:59:09.640 UTC,2017-07-05 02:04:22.937 UTC,,1402846,,2281965,1,1,java|google-apis-explorer,211
How to authorize google cloud vision API android,49376836,How to authorize google cloud vision API android,"<p>I am implementing google cloud vision API from this <a href=""https://cloud.google.com/vision/"" rel=""nofollow noreferrer"">link</a>.</p>

<p>Below is my code where I am getting exception:</p>

<pre><code>private void callCloudVision(final Bitmap bitmap) throws IOException {
    new AsyncTask&lt;Object, Void, String&gt;() {
        @Override
        protected String doInBackground(Object... params) {
            try {
                List&lt;AnnotateImageRequest&gt; requests = new ArrayList&lt;&gt;();
                ByteArrayOutputStream bos = new ByteArrayOutputStream();
                bitmap.compress(Bitmap.CompressFormat.PNG, 0 /*ignored for PNG*/, bos);
                byte[] bitmapdata = bos.toByteArray();
                ByteArrayInputStream bs = new ByteArrayInputStream(bitmapdata);
                ByteString imgBytes = ByteString.readFrom(bs);
                Image img = Image.newBuilder().setContent(imgBytes).build();
                Feature feat = Feature.newBuilder().setType(Feature.Type.WEB_DETECTION).build();
                AnnotateImageRequest request = AnnotateImageRequest.newBuilder().addFeatures(feat).setImage(img).build();
                requests.add(request);

                ***//Getting exception here at the time of execution...***
                try (ImageAnnotatorClient client = ImageAnnotatorClient.create()) {
                    BatchAnnotateImagesResponse response = client.batchAnnotateImages(requests);
                    List&lt;AnnotateImageResponse&gt; responses = response.getResponsesList();
                    for (AnnotateImageResponse res : responses) {
                        if (res.hasError()) {
                            System.out.printf(""Error: %s\n"", res.getError().getMessage());
                            return """";
                        }
                        System.out.println(""\nPages with matching images: Score\n=="");
                        for (WebDetection.WebPage page : annotation.getPagesWithMatchingImagesList()) {
                            System.out.println(page.getUrl() + "" : "" + page.getScore());
                        }
                    }
                }

                return """";

            }  catch (Exception e) {
                Log.d(""LOG_TAG"", ""Request failed: "" + e.getMessage());
                return ""Cloud Vision API request failed."";
            }

        }

        protected void onPostExecute(String result) {

        }
    }.execute();
    }
</code></pre>

<p>I am getting error </p>

<blockquote>
  <p>java.io.IOException: The Application Default Credentials are not available. They are available if running in Google Compute Engine. Otherwise, the environment variable GOOGLE_APPLICATION_CREDENTIALS must be defined pointing to a file defining the credentials. See <a href=""https://developers.google.com/accounts/docs/application-default-credentials"" rel=""nofollow noreferrer"">https://developers.google.com/accounts/docs/application-default-credentials</a> for more information.</p>
</blockquote>

<p>My graddle</p>

<pre><code>implementation 'com.android.support.constraint:constraint-layout:1.0.2'
compile fileTree(dir: 'libs', include: ['*.jar'])
compile 'com.android.support:appcompat-v7:26.+'
**compile 'com.google.cloud:google-cloud-vision:1.21.0'**
compile group: 'com.google.apis', name: 'google-api-services-sqladmin', version: 'v1beta4-rev52-1.23.0'
compile('com.google.api-client:google-api-client-android:1.22.0') {
    exclude module: 'httpclient'
    exclude group: 'com.google.guava'
}
compile('com.google.http-client:google-http-client-gson:1.20.0') {
    exclude module: 'httpclient'
    exclude group: 'com.google.guava'
}
</code></pre>",49379966,1,1,,2018-03-20 05:22:15.523 UTC,,2018-03-20 09:01:41.627 UTC,2018-03-20 05:45:08.467 UTC,,4458897,,4458897,1,2,java|android|google-cloud-platform|vision,272
Android Progress Bar with percentage of image upload,51381522,Android Progress Bar with percentage of image upload,"<p>I am using google vision api in my code in Android studio and I'm sending it image from camera or gallery. Uploading image takes time, so I want the users of my app to have feedback about what's going on. Progress Bar with real time percentage of image upload is what I need. Here is my code for uploading image:</p>

<pre><code>@SuppressLint(""StaticFieldLeak"")
private void callCloudVision(final Bitmap bitmap) throws IOException {

    getWindow().setFlags(WindowManager.LayoutParams.FLAG_NOT_TOUCHABLE,
            WindowManager.LayoutParams.FLAG_NOT_TOUCHABLE);

    // Do the real work in an async task, because we need to use the network anyway
    new AsyncTask&lt;Object, Integer, String&gt;() {

        @Override
        protected String doInBackground(Object... params) {
            try {
                HttpTransport httpTransport = AndroidHttp.newCompatibleTransport();
                JsonFactory jsonFactory = GsonFactory.getDefaultInstance();


                VisionRequestInitializer requestInitializer =
                        new VisionRequestInitializer(CLOUD_VISION_API_KEY) {
                            /**
                             * We override this so we can inject important identifying fields into the HTTP
                             * headers. This enables use of a restricted cloud platform API key.
                             */
                            @Override
                            protected void initializeVisionRequest(VisionRequest&lt;?&gt; visionRequest)
                                    throws IOException {
                                super.initializeVisionRequest(visionRequest);

                                String packageName = getPackageName();
                                visionRequest.getRequestHeaders().set(ANDROID_PACKAGE_HEADER, packageName);

                                String sig = PackageManagerUtils.getSignature(getPackageManager(), packageName);

                                visionRequest.getRequestHeaders().set(ANDROID_CERT_HEADER, sig);
                            }
                        };

                Vision.Builder builder = new Vision.Builder(httpTransport, jsonFactory, null);
                builder.setVisionRequestInitializer(requestInitializer);

                Vision vision = builder.build();

                BatchAnnotateImagesRequest batchAnnotateImagesRequest =
                        new BatchAnnotateImagesRequest();
                batchAnnotateImagesRequest.setRequests(new ArrayList&lt;AnnotateImageRequest&gt;() {{
                    AnnotateImageRequest annotateImageRequest = new AnnotateImageRequest();

                    // Add the image
                    Image base64EncodedImage = new Image();
                    // Convert the bitmap to a JPEG
                    // Just in case it's a format that Android understands but Cloud Vision
                    ByteArrayOutputStream byteArrayOutputStream = new ByteArrayOutputStream();
                    bitmap.compress(Bitmap.CompressFormat.JPEG, 100, byteArrayOutputStream);
                    byte[] imageBytes = byteArrayOutputStream.toByteArray();

                    // Base64 encode the JPEG
                    base64EncodedImage.encodeContent(imageBytes);
                    annotateImageRequest.setImage(base64EncodedImage)   ;

                    // add the features we want
                    annotateImageRequest.setFeatures(new ArrayList&lt;Feature&gt;() {{
                        Feature labelDetection = new Feature();
                        labelDetection.setType(""TEXT_DETECTION"");
                        add(labelDetection);
                    }});

                    // Add the list of one thing to the request
                    add(annotateImageRequest);
                }});


                Vision.Images.Annotate annotateRequest =
                        vision.images().annotate(batchAnnotateImagesRequest);
                // Due to a bug: requests to Vision API containing large images fail when GZipped.
                annotateRequest.setDisableGZipContent(true);
                Log.d(TAG, ""created Cloud Vision request object, sending request"");


                BatchAnnotateImagesResponse response = annotateRequest.execute();
                ByteArrayOutputStream out = new ByteArrayOutputStream();

                return convertResponseToString(response);

            } catch (GoogleJsonResponseException e) {
                Log.d(TAG, ""failed to make API request because "" + e.getContent());
            } catch (IOException e) {
                Log.d(TAG, ""failed to make API request because of other IOException "" +
                        e.getMessage());
            }
            getWindow().clearFlags(WindowManager.LayoutParams.FLAG_NOT_TOUCHABLE);
            return ""Cloud Vision API request failed. Check logs for details."";

        }

        @Override
        protected void onProgressUpdate(Integer... values) {
            super.onProgressUpdate(values);

        }


        protected void onPostExecute(String result) {
            openOcrResultActivity(result);        
            getWindow().clearFlags(WindowManager.LayoutParams.FLAG_NOT_TOUCHABLE);
        }
    }.execute();
}
</code></pre>

<p>I searched for few days and I know that in <code>callCloudVision</code> function I need to call <code>publishProgress()</code>. <code>publishProgress</code> will trigger<code>onProgressUpdate(i)</code> and there I will get percent of upload as parameter (i) and increment <code>progressbar</code>. Something like this:  </p>

<pre><code>MyProgressBar.incrementProgressBy((values[0] * 2));
</code></pre>

<p>But I don't know how to get percentage of uploaded image in callCloudVision function.</p>

<p>Please help</p>",,0,2,,2018-07-17 12:33:05.583 UTC,,2018-07-18 11:40:38.783 UTC,2018-07-18 11:40:38.783 UTC,,8934776,,8934776,1,0,android|image-uploading|android-progressbar,231
PDF/TIFF Document Text Detection,52274071,PDF/TIFF Document Text Detection,"<p>I am currently trying to use Google's cloud vision API for my project. The problem is that Google cloud vision API for document text detection accepts only Google Cloud Services URI as input and output destination. But I have all my projects, data in Amazon S3 server which cant be directly used with this API.</p>

<p>Points to be noted:-  </p>

<ol>
<li>All data should be in kept in <strong>S3</strong> only.     </li>
<li>I can't change my cloud storage to <strong>GCS</strong> now.  </li>
<li>I can't download files from <strong>S3</strong> and upload to <strong>GCS</strong> manually.The number
of files that are incoming per day is more than 1000 and less than
100,000.  </li>
<li>Even if I could automate downloading and uploading of the pdf, this
would serve as a bottleneck for the entire project, since I would have to deal
with concurrency issues and memory management.</li>
</ol>

<p>Is there any workaround to make this API work with S3 URI? I am in need of your help. </p>

<p>Thank You</p>",,1,1,,2018-09-11 10:40:16.270 UTC,,2019-01-25 11:32:39.560 UTC,2018-09-11 10:56:53.040 UTC,,1403604,,10346853,1,0,python|google-cloud-platform|ocr|python-3.6|google-cloud-vision,219
How do I interpret a web entity with a null score?,56399486,How do I interpret a web entity with a null score?,"<p>When I make a web detection request to the Google Vision API, I get back a bunch of web entities. The last entity in the list has no score -- that is, 'score' isn't 0, it just returns null. I can't find any Google documentation explaining what a null score means. </p>

<p>I've only seen this happen consistently for one image (so far).</p>

<p>Example of a normal WebEntity which has description, entityId, and score:</p>

<pre><code>{
  ""description"": ""Car"",
  ""entityId"": ""/m/11afgkh"",
  ""score"": ""0.24221982""
}
</code></pre>

<p>Actual WebEntity that I get:</p>

<pre><code>{
  ""description"": ""Unbreakable"",
  ""entityId"": ""/g/11f_s_bdwj"",
}
</code></pre>

<p>How should a null score be interpreted? Also... I know this is off topic, but what is the entityId even used for? I can't find much documentation on either of these other than the comments in the code:</p>

<pre><code> /**
   * Overall relevancy score for the entity. Not normalized and not comparable across different
   * image queries.
   * @return value or {@code null} for none
   */
  public java.lang.Float getScore() {
    return score;
  }
</code></pre>

<pre><code>  /**
   * Opaque entity ID.
   * @return value or {@code null} for none
   */
  public java.lang.String getEntityId() {
    return entityId;
  }

</code></pre>",,0,0,,2019-05-31 17:32:41.990 UTC,,2019-05-31 17:32:41.990 UTC,,,,,4036346,1,0,null|google-cloud-vision,7
How to configure google vision api with tika parser,51767916,How to configure google vision api with tika parser,"<p>I am trying to parse images using the Apache tika-parser in python, but sometimes I get content as ""none"". But when I try the same image with Google the vision API it gives me a good response.</p>

<p>Is it possible to integrate tika with Google vision API? If yes then how using python?</p>",,0,2,,2018-08-09 13:07:28.060 UTC,,2018-08-09 18:54:27.307 UTC,2018-08-09 18:54:27.307 UTC,,214143,,4948038,1,4,python-3.x|apache|apache-tika|google-vision,62
"Parse complex JSON files ""undefined""",48704050,"Parse complex JSON files ""undefined""","<p>I got ""undefined"" while trying to Parse this JSON file: </p>

<pre><code> {
""responses"": [
    {
      ""labelAnnotations"": [
        {
          ""mid"": ""/m/01yrx"",
          ""description"": ""cat"",
          ""score"": 0.9926739,
          ""topicality"": 0.9926739
        },
        {
          ""mid"": ""/m/01l7qd"",
          ""description"": ""whiskers"",
          ""score"": 0.9639658,
          ""topicality"": 0.9639658
        },
        {
          ""mid"": ""/m/083jv"",
          ""description"": ""white"",
          ""score"": 0.9582038,
          ""topicality"": 0.9582038
        },
        {
          ""mid"": ""/m/0k0pj"",
          ""description"": ""nose"",
          ""score"": 0.9425352,
          ""topicality"": 0.9425352
        },
        {
          ""mid"": ""/m/06z04"",
          ""description"": ""skin"",
          ""score"": 0.92025506,
          ""topicality"": 0.92025506
        }
      ]
    }
  ]
}
</code></pre>

<p>This file is th result from a XMLHttpRequest from the google vision API and This is what i'm doing to print ""description"" field:</p>

<pre><code>e.onload=function(){
  var i= JSON.parse(e.response);
  value = i.responses[0][""description""];
  alert(value);
};
</code></pre>",48704140,1,4,,2018-02-09 10:42:40.443 UTC,,2018-02-09 10:47:19.770 UTC,,,,,6731250,1,1,javascript|json,52
How to detect TEXT in an image more than 50words?,50554306,How to detect TEXT in an image more than 50words?,"<p>according to AWS Rekognition Terms:</p>

<blockquote>
  <p>A word is one or more ISO basic latin script characters that are not
  separated by spaces. DetectText can detect up to 50 words in an image.</p>
</blockquote>

<p>How can I detect text in an image it has more than 50words?</p>

<p>Give me a clue... thanks.</p>",,1,0,,2018-05-27 16:39:00.867 UTC,,2018-09-21 23:32:16.733 UTC,2018-06-01 02:45:55.077 UTC,,174777,,5439049,1,1,amazon-web-services|amazon-rekognition,230
How to detect text/logo-details from an image of any consumer product?,54625126,How to detect text/logo-details from an image of any consumer product?,"<p>I am trying to detect name of any consumer product from an image of its packaging.For eg- <a href=""https://i.stack.imgur.com/8fnUE.jpg"" rel=""nofollow noreferrer"">Maggie</a> (I want to detect- Maggie happiness is homemade) <a href=""https://i.stack.imgur.com/cweis.jpg"" rel=""nofollow noreferrer"">Kellogg's</a></p>

<p>I have tried applying image prepossessing(e.g- erosion, open, close etc.) and then supplying that pre-processed image to pytesseract(OCR). I am planning to use Image-Magic tool if it can do any help.  </p>

<p>Would just pre-processing of an image be enough, if not then what should I do?(Any code, software anything) </p>

<p>PS- I dont want to use Google Vision or anything similar API </p>",54637373,1,1,,2019-02-11 06:39:23.577 UTC,,2019-02-11 19:02:40.787 UTC,,,,,10926598,1,0,image|imagemagick|text-recognition|python-tesseract,31
"How to upload a video to Microsoft service using python by sending a ""POST"" request with application/octet-stream content type",44981942,"How to upload a video to Microsoft service using python by sending a ""POST"" request with application/octet-stream content type","<p>I want to use Microsoft Azure emotional API to analyse the local video, but how to upload a video to Microsoft service using python by sending a ""POST"" request with application/octet-stream content type together with the data read from a video file.</p>",,1,2,,2017-07-08 02:30:10.407 UTC,,2017-07-11 09:29:56.187 UTC,,,,,8270098,1,1,python|api|azure|video,209
